user,tweet
HublaaNetwork,"BMKG: Semua Daerah di NTT Mengalami Hari Tanpa Hujan Sangat Pendek: Seiring intensitas hujan yang semakin meningkat, masyarakat di NTT perlu waspada ancaman bencana hidrometeorologi seperti banjir dan tanah longsor. https://t.co/0T5snSt9ke https://t.co/vLpjNc5gcX"
kretek_mania,"RT @PVMBG_: Sampai saat pengambilan gambar, potensi gerakan tanah masih ada, terlihat masih terjadi longsor-longsor kecil disekitarnya. Jad…"
meteosphere,"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor."
Koramil24K,Anggota koramil 24/KDB bersama BPBD dan satlimas desa melung melaksanakan kerja bakti membersihkan material tanah yang menutupi jalan akibat longsor . https://t.co/mSTaleAPof
airyuu00,"Prepare buat badai salju petir tsunami gempa bumi tanah longsor *pretend to be ok*
Tapi bismilah Istiqomah tetep di pihak draken... https://t.co/gM0JlgqSHg"
republikaonline,Longsor di Kabupaten Toraja Utara akibat hujan lebat membuat tanah menjadi labil https://t.co/W0fqutPd0a
ririyo_o,"Keluarga yg aku tumpangi itu bapaknya kesurupan pas lagi makan siang. Seisi rumah panik, yg bisa keluar rumah cuma aku tok. Terus aku manggil bantuan ""tolong ada yg kesurupan sama ada tanah longsor(? Salah omong gara2 panik"" terus dateng tim sar 😭 ditanyain mana tanah longsornya"
beritarienews,"Awal Desember, Tanah Longsor di Toraja Utara Satu Orang Meninggal Dunia dan Ancaman Pergerakan Tanah 
https://t.co/Jo9Dn8dDTZ"
PusdalopsG,"BPBD Kab. Gresik memberikan Bantuan kepada Warga Desa Gunungteguh dan Sungairujing yang terdampak Bencana Tanah Longsor di P. Bawean. Selain memberikan Bantuan, Tim BPBD Gresik juga melakukan peninjauan sekaligus melakukan Pendataan di Lokasi terjadinya Tanah Longsor. https://t.co/Zp3nxUBCk9"
BeritaCenter,"Tanah Longsor Landa Toraja Utara, 1 Orang Tewas dan Lainnya Luka Parah&gt;&gt; https://t.co/5QtLPfYlRf"
pmipemalang,"...pada musim penghujan; seperti angin kencang, banjir, rob, tanah longsor, dan lain-lain.

➖➖➖➖➖➖➖➖➖➖➖
Palang Merah Indonesia
PMI Kabupaten Pemalang
WA : 0852 2902 0080
YT : PMI Kabupaten Pemalang
IG : @pmi.pemalang
FB : PMI Pemalang
Twitter : @PMIKabPemalang https://t.co/DyxnBbOtvg"
nzhier122526,"@FerdinandHaean3 @TofaTofa_id Hai benga... Tau gak semua tanah itu punya potensi retak, bukan hanya yg kmu foto, sok tau dan bilang mau langsung, kalau Tuhan tidak berkehendak makan gak akan longsor, paham lu..."
PadmaWijayanto,@FerdinandHaean3 @TofaTofa_id Betul bang trs klo air semua msuk tanah tinggl tunggu aj jkrt jd kota lumpur..krn lma2 dasar tanh akn gembur dn jd longsor..sma aj wan abud akn mencelakai wong jkrta.
voidotid,"Semua pihak diminta waspada terhadap dampak yang ditimbulakn mulai dari banjir, tanah longsor dan pohon tumbang. https://t.co/ITF91I8EmU"
KompasTV,"Tanah Longsor di Toraja Utara Timpa 2 Rumah, 1 Warga Meninggal dan 5 Lainnya Terluka https://t.co/e28ovV1sp7 https://t.co/maNZYV79PO"
dirty_links,"Tanah Longsor di Toraja Utara, Satu Warga Tewas https://t.co/JfOHP12EUq https://t.co/EJVFAOqRzT"
psthurism,@divsalterego contoh hidup yg menjadi berkat bagi lingkungan adalah membantu tanah longsor dengan sukacita 👍
iim666,"RT @merdekadotcom: Tanah Longsor di Toraja Utara, Satu Warga Tewas https://t.co/wmPfBaMiMH"
merdekadotcom,"Tanah Longsor di Toraja Utara, Satu Warga Tewas https://t.co/wmPfBaMiMH"
iim666,"RT @mediaindonesia: PEMKAB Lamongan, Jawa Timur waspada segala potensi bencana tanah longsor dan banjir luapan sungai Bengawan Solo yang me…"
mediaindonesia,"PEMKAB Lamongan, Jawa Timur waspada segala potensi bencana tanah longsor dan banjir luapan sungai Bengawan Solo yang mengancam. Ratusan petugas juga diminta siaga 24 jam antisipasi terhadap segala bencana hidrometeorologi.
  https://t.co/6iHQShmQhs"
GED0NG,"@null Longsor di Toraja Utara, 1 Orang Tewas dan Sejumlah Rumah Rusak Bencana tanah lo  https://t.co/YQS40vkD8I"
KEZIAAM0UR,"@null Longsor di Toraja Utara, 1 Orang Tewas dan Sejumlah Rumah Rusak Bencana tanah lo  https://t.co/7iHMSYQkIX"
heraldindo,"Tanah Longsor di Toraja Utara, Satu Warga Tewas https://t.co/vpSeajRw58 #TanahLongsor #TorajaUtara"
Perindu25235543,RT @muslimahnewscom: MuslimahNews – Ironis! Apakah hal ini sebanding dengan fakta yang terjadi di negeri ini? Apakah banjir dan tanah longs…
PVMBG_,"Sampai saat pengambilan gambar, potensi gerakan tanah masih ada, terlihat masih terjadi longsor-longsor kecil disekitarnya. Jadi tetap waspada ya … https://t.co/CPt9Ss59RG"
apahabarcom,"@BNPB_Indonesia melaporkan insiden tanah longsor di Kotabaru merenggut empat nyawa. Namun informasi tersebut justru dipertanyakan pihak terkait. 

https://t.co/ELaYNt9vNh @cerita0511"
1453al_fatih,RT @muslimahnewscom: MuslimahNews – Ironis! Apakah hal ini sebanding dengan fakta yang terjadi di negeri ini? Apakah banjir dan tanah longs…
KarebaToraja,Legislator Golkar Tana Toraja Ini Gunakan Dana Pribadi Buka Akses ke 4 Kampung yang Terisolir Akibat Tanah Longsor https://t.co/hzbW3sSdqQ
puspensos,"RT @KemensosRI: #InfoSosial
Mensos Temui Korban Tanah Longsor di Pasir Jambu dan Serahkan Santunan 

Baca selengkapnya:
https://t.co/D44Chh…"
KemensosRI,"#InfoSosial
Mensos Temui Korban Tanah Longsor di Pasir Jambu dan Serahkan Santunan 

Baca selengkapnya:
https://t.co/D44ChhuztB https://t.co/KXg2zQNn5f"
cyyldna,@xjchingu wah kalo aku kwangsel si mana gapake pipa rucika hobi bgt banjir tanah longsor
fahmimuhlish,"Selasa = api kecil
kamis = air kecil

kliwon = tanah
legi = kayu/akar

air mengalahkan api
akar mengalahkan tanah

Tapi

api butuh air agar tak membakar
tanah butuh akar agar tak longsor

😂"
syaakira_ufah,RT @muslimahnewscom: MuslimahNews – Ironis! Apakah hal ini sebanding dengan fakta yang terjadi di negeri ini? Apakah banjir dan tanah longs…
K71Dean,@FerdinandHaean3 @TofaTofa_id Saya coba fahami maksud lae Ferdinand.Mungkin maksudnya bukan longsor tapi “amblas”.Akan tetapi setahu saya justru penyebab tanah amblas karena banyaknya penggunaan air tanah oleh pemukiman/perusahaan.Nah kl sumur resapan justru menampung air tanah.Bukan begitu lae...  ;)
IKLIM_Sulteng,Diharapkan pada wilayah-wilayah yang telah disebutkan untuk berhati-hati mengjadapi hujan lebat yang dapat menyebabkan banjir hingga tanah longsor.
YonCpelopor,"RT @YonCpelopor: Danki 2 Batalyon C Pelopor Sat Brimob Polda Kalbar Ipda Edwin Irwandi J.A, menghadiri acara penutupan Satuan Tugas Tanggap…"
YonCpelopor,"Danki 2 Batalyon C Pelopor Sat Brimob Polda Kalbar Ipda Edwin Irwandi J.A, menghadiri acara penutupan Satuan Tugas Tanggap Darurat Bencana Alam Banjir, Angin Puting Beliung dan Tanah Longsor di Kantor Camat Sintang 01 desember tahun 2021. https://t.co/91cY7Aa0AI"
tokopedina,"@arcqnee Ahaha baru sadar njer, membantu tanah longsor kumaha carana"
DinsosHadir,"DROFING BANTUAN BENCANA ALAM TANAH LONGSOR DI DESA SIDATAPA DAN DI DESA MUNDUK KEC.BANJAR. 
https://t.co/sN790ZfXTQ

https://t.co/dlPjjBVFVK https://t.co/dFLgslPy51"
DayatPkpu,"RT @hum_initiative: Sahabat Inisiator, tak hentinya bencana hadir di sekitar kita.

Kini, tanah di lereng Kampung Cileles, Desa Cintamanik…"
hum_initiative,"Sahabat Inisiator, tak hentinya bencana hadir di sekitar kita.

Kini, tanah di lereng Kampung Cileles, Desa Cintamanik Kabupaten Garut longsor.

Material tanah dan pohon tumbang menggeser aliran air di jalur sungai, air dan lumpur menerjang rumah warga. https://t.co/XXJWrcLDPM"
75prilia,"Untung aja ada Polri yang selalu setia dan terdepan membantu segala macam bencana baik berupa banjir tanah longsor dan lain-lain , terbaik nih 💯💯 #PolriSiagaPeduliBencana Pelayan Pengayom Masyarakat https://t.co/Orpk36y9a7"
DinasPUPR,"Lanjutan penanganan longsor di Kali Kumpa, Cluster Melati, Jl. Boulevard Grand Depok City, Kec. Cilodong, Rabu (01/12/21)
Pemasangan bronjong dilakukan utk melindungi &amp; memperkuat struktur tanah di sekitar tebing agar tidak terjadi longsor susulan
cc : @IdrisAShomad @pemkotdepok https://t.co/GGVcYbwxT3"
suryostories,Waspada Banjir dan Tanah Longsor Akhir Tahun https://t.co/Hzgm5EohlY
Deramanr,"Untung aja ada Polri yang selalu setia dan terdepan membantu segala macam bencana baik berupa banjir tanah longsor dan lain-lain , luar biasa nih #PolriSiagaPeduliBencana Pelayan Pengayom Masyarakat https://t.co/9cooHbZ3cp"
Kiyazafaras,"Untung aja ada Polri yang selalu setia dan terdepan membantu segala macam bencana baik berupa banjir tanah longsor dan lain-lain , alhamdulillah #PolriSiagaPeduliBencana Pelayan Pengayom Masyarakat https://t.co/n9GnQZfM45"
resaaldm,"Untung aja ada Polri yg selalu setia &amp; terdepan membantu segala macam bencana baik berupa banjir tanah longsor dan lain-lain , luar biasa nih #PolriSiagaPeduliBencana Pelayan Pengayom Masyarakat https://t.co/phUOu6js0z"
UMidoju,RT @muslimahnewscom: MuslimahNews – Ironis! Apakah hal ini sebanding dengan fakta yang terjadi di negeri ini? Apakah banjir dan tanah longs…
tribunbanten,"Catatan BPBD: Kabupaten Lebak dan Pandeglang Kerap Dilanda Banjir dan Tanah Longsor Sepanjang 2021
 
https://t.co/M8kFkHI39r via @tribunbanten"
CNNIDdaily,"Akibat hujan deras beberapa hari terakhir di kawasan Danau Toba, Jalan Nasional longsor tepatnya di Desa Hutan Ginjang, Kecamatan Simanindo, Kab. Samosir, Sumut. Tanah longkos mengakibatkan akses tertutup tidak bisa dilewati. 

#CNNIDNewsHour
https://t.co/ns6OyEyJew https://t.co/MtDUp91ZdZ"
IntanAyuArimbi,"Pemerintah hadir untuk meninjau lokasi tanah longsor di Kabupaten Bandung Barat, untuk meninjau dari dekat terhadap lokasi perumahan yang terkena bencana tanah longsor, sekaligus menyerahkan santunan bagi para korban. https://t.co/H9PdfjdK2c"
OwnerRaos,"RT @KentArockerss: Aduh.  3,7 Genoa satar dgn kedalaman 23km sangat terasa ..smoga gak jadi pemicu tanah longsor"
panjianom102,@FerdinandHaean3 @TofaTofa_id Yg jelas kemampuannya daya dukung tanah utk jalan jd berkurang karena dibuat.lubang. makanya akan mulai timbul retak karena pemadatan ruang kosong antara sumur dan tanah sampingnya tdk bagus. Nanti akan mulai longsor kl ada arus air.
CNNIDdaily,"Setelah 6 hari pencarian, korban hilang terseret banjir di Pasuruan, akhirnya ditemukan meninggal dunia. Selain itu, sebuah musala di Blitar, Jawa Timur rusak akibat tertimpa tanah longsor.

#CNNIDToday
https://t.co/ns6OyEyJew https://t.co/MdjNJZJqfS"
meteosphere,"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor."
klarick26,"@FerdinandHaean3 @TofaTofa_id Bertahun2 bikin building dan pasti ada sumur resapan, nggak ada yg longsor. Itu gunanya para design engineer. Buis beton itu juga ada standarnya untuk tahan tekanan tanah dan beban kendaraan.
Dikira krupuk apa??😄😄"
RaniahNaflah,RT @muslimahnewscom: MuslimahNews – Ironis! Apakah hal ini sebanding dengan fakta yang terjadi di negeri ini? Apakah banjir dan tanah longs…
wibi_bambang,@detikcom setelah retak tanah bergerak... habis banjir datanglah tanah longsor...😕😕
polpakisaji,"Pemcegahan Tanah Longsor
@polresmalang_polisiadem
#PolresMalang
#KapolresMalang
#AKBPBagoesWibisono
#PolisiAdem
#MalangPolisiAdem
#rbw https://t.co/67W9o5Z3eX"
polpakisaji,"Waspada! Bencana Tanah Longsor
@polresmalang_polisiadem
#PolresMalang
#KapolresMalang
#AKBPBagoesWibisono
#PolisiAdem
#MalangPolisiAdem
#rbw https://t.co/LArddOW0RL"
arcqnee,4) membantu tanah longsor dengan sukacita.. https://t.co/7CTniivwj0
yrxhrcityx,"@chitaglorya__ Bismillahirrahmanirrahim,,, 
Desember membaik yaa walau Jakarta udh ppkm lagi, banjir di Kalimantan ga nyebar dan lekas surut, tanah longsor di Jabar juga g nambah aamiin ya Allah

dan juga semoga win di kak Chita aamiinnnn❤️❤️❤️"
pramono_yap,"@FerdinandHaean3 @TofaTofa_id Sy kasih ilmu dasar SD ya lae, sumur dangkal itu tak akan bs longsor spt perbukitan, minimal paling tanah sekitar amblas itupun relatif kecil. Perlu sedikit otak tuk bs berfikir sehat"
Najwaalifah4,RT @muslimahnewscom: MuslimahNews – Ironis! Apakah hal ini sebanding dengan fakta yang terjadi di negeri ini? Apakah banjir dan tanah longs…
UGhofaza,RT @muslimahnewscom: MuslimahNews – Ironis! Apakah hal ini sebanding dengan fakta yang terjadi di negeri ini? Apakah banjir dan tanah longs…
KentArockerss,"Aduh.  3,7 Genoa satar dgn kedalaman 23km sangat terasa ..smoga gak jadi pemicu tanah longsor https://t.co/OaddvWcx1u"
lukmaninside13,"@FerdinandHaean3 @TofaTofa_id Betul itu bang, sumur resapan bisa bikin longsor tanah, coba kasih data penelitianya atau sekedar artikel aja biar para kadrun bego ini ngerti. 🤪"
Ondeonde1453,RT @muslimahnewscom: MuslimahNews – Ironis! Apakah hal ini sebanding dengan fakta yang terjadi di negeri ini? Apakah banjir dan tanah longs…
Zaganos7,RT @muslimahnewscom: MuslimahNews – Ironis! Apakah hal ini sebanding dengan fakta yang terjadi di negeri ini? Apakah banjir dan tanah longs…
Kudo_kun85,"@kalalaaa__ Kalo di pantai takut kena tsunami,kalo di gunung takut tanah longsor di rumah aja lebih aman"
InfoAtjehID,Polantas Antisipasi Banjir dan Tanah Longsor di #Aceh - Medcom ID https://t.co/MAC5cWZFBB
chia17maryam,RT @muslimahnewscom: MuslimahNews – Ironis! Apakah hal ini sebanding dengan fakta yang terjadi di negeri ini? Apakah banjir dan tanah longs…
KSoiri,RT @AnsorMediaMgtn: Giat Satkoryon Poncol Magetan dalam  penanggulangan bencana tanah longsor yg menimpa rumah bapak gito dukuh wonomulyo g…
naafiaml,random bgt mlm2 ditelfon sm ibunya si mas. nanyain mau ndak semisal dilamar si mas? em monmaap ibu bukan ape2 nic hubungan kadang masi hujan badai angin ribut banjir bandang tanah longsor😭🔫
Rukmi01509868,RT @muslimahnewscom: MuslimahNews – Ironis! Apakah hal ini sebanding dengan fakta yang terjadi di negeri ini? Apakah banjir dan tanah longs…
Indomietelor021,RT @muslimahnewscom: MuslimahNews – Ironis! Apakah hal ini sebanding dengan fakta yang terjadi di negeri ini? Apakah banjir dan tanah longs…
LangitS32110760,RT @muslimahnewscom: MuslimahNews – Ironis! Apakah hal ini sebanding dengan fakta yang terjadi di negeri ini? Apakah banjir dan tanah longs…
txtdarisukabumi,"Portal berita sukabumi akhir-akhir ini isinya geng motor, banjir, tanah longsor, covid arab saudi dan demo youth of pancasila"
nobiechan17,RT @muslimahnewscom: MuslimahNews – Ironis! Apakah hal ini sebanding dengan fakta yang terjadi di negeri ini? Apakah banjir dan tanah longs…
ArnandoFernando,RT @bpbd_malangkota: Menindak lanjuti kejadian Tanah longsor di Jalan Kolonel Sugiono Gg. IIIB RT.10/RW.05 dan RT.07/RW.04 dan longsor temp…
bangsaonline,"Bencana tanah longsor kembali terjadi di Kabupaten Blitar. Tepatnya di wilayah Dusun Genjong Desa Balerejo, Kecamatan Wlingi, Senin (29/11) malam.

Tanah longsor mengakibatkan sebuah bangunan Mushola Al Furqon di desa tersebut rusak parah. Dinding mushol… https://t.co/DwKlwbbMYN"
kaffahkamilah,RT @muslimahnewscom: MuslimahNews – Ironis! Apakah hal ini sebanding dengan fakta yang terjadi di negeri ini? Apakah banjir dan tanah longs…
MadutvT,Tanah Longsor di Kabupaten Blitar Merusak Bangunan Mushola https://t.co/D3LY82Lwn5
GTVID_News,"Waspada bahaya tanah longsor di sekitar saat intensitas hujan tinggi terjadi. Di Malang, Jawa Timur, seorang petani tewas tertimpa longsoran saat berada di aldang kopi. KSC

#GTVNews #BuletiniNewsSiang #Longsor #Petani #PetaniKopi #Malang #JawaTimur https://t.co/BiKNxjXhRe"
atussholihahnew,RT @muslimahnewscom: MuslimahNews – Ironis! Apakah hal ini sebanding dengan fakta yang terjadi di negeri ini? Apakah banjir dan tanah longs…
detikcom,"Tanah longsor dan krisis air bersih menjadi ancaman bagi warga Desa Cintamanik, Kecamatan Karangtengah, Kabupaten Garut, yang terdampak banjir bandang. https://t.co/JWTmK5gLDk"
m411ru,@yusuf_dumdum Hati hati longsor...krn tanah yg di dlm akan bergeser... klo mau tutup segera..
AgustinusAng,"@detikcom Yang ngajari bikin sumur resapan serapat itu siapa? Dengan adanya lubang, struktur tanah berpotensi bergeser/longsor ke lubang tsb saat dibebani"
Indrieutari,RT @muslimahnewscom: MuslimahNews – Ironis! Apakah hal ini sebanding dengan fakta yang terjadi di negeri ini? Apakah banjir dan tanah longs…
MojangTaqia,RT @muslimahnewscom: MuslimahNews – Ironis! Apakah hal ini sebanding dengan fakta yang terjadi di negeri ini? Apakah banjir dan tanah longs…
RRIMalang,RT @bpbd_malangkota: Menindak lanjuti kejadian Tanah longsor di Jalan Kolonel Sugiono Gg. IIIB RT.10/RW.05 dan RT.07/RW.04 dan longsor temp…
PusdalopsKab,"Selamat Malam
pada hari Selasa, 30 November 2021, TIM TRC BPBD KAB. Bogor melakukan Assesment  Bencana Alam Tanah Longsor yang terjadi pada hariSenin, 29 November 2021 Pukul 15.00 WIB, yang berlokasi di Kp. Pasir idang  RT 01/02 Desa Kuta, Kecamatan Megamendung, Kabupaten Bo… https://t.co/OTs4K7ruO0"
PusdalopsKab,"Selamat Malam
pada hari Selasa, 30 November 2021, TIM TRC BPBD KAB. Bogor melakukan Assesment  Bencana Alam Tanah Longsor yang terjadi pada hariSenin, 29 November 2021 Pukul 15.00 WIB, yang berlokasi di Kp. Pasir idang  RT 01/02 Desa Kuta, Kecamatan Mega… https://t.co/tRqXZzxYMR https://t.co/ChuweTXJRq"
batu_pii,"Kepala BPBD Kota Batu Agung Sedayu di Kota Batu, Jawa Timur, Kamis mengatakan para pengguna jalan yang melintas di kawasan Payung, atau jalur yang mengarah ke Kecamatan Pujon, Malang dan Kabupaten Kediri diminta untuk mewaspadai adanya potensi longsor.
https://t.co/vOIhpdh4Ve"
MuhRozinMM1,"When ustadz said
""Hujan, badai, tornado,tanah longsor, tofan, petir, gempa bumi, stunami nikmati saja hadapi saja"""
SuliawatiLiaa,RT @muslimahnewscom: MuslimahNews – Ironis! Apakah hal ini sebanding dengan fakta yang terjadi di negeri ini? Apakah banjir dan tanah longs…
HMDMathUI,"Pada bulan November 2021, SIAK membawakan berita Tanah Longsor di Trenggalek, Hujan Meteor Taurid di Langit AS, Kebakaran Tangki Kilang Pertamina Cilacap, dan sejumlah berita lainnya. https://t.co/J9rdd0FoDQ"
calliomede,perlukah gue stempel di dahi gue pake tulisan : iya ini jerawatan dan gapapa elah santai ga bikin tanah longsor
understimateme,@bebekmerayap sedia payung sebelum tanah longsor
Cahayamentaripg,RT @muslimahnewscom: MuslimahNews – Ironis! Apakah hal ini sebanding dengan fakta yang terjadi di negeri ini? Apakah banjir dan tanah longs…
AbuAbiba,RT @muslimahnewscom: MuslimahNews – Ironis! Apakah hal ini sebanding dengan fakta yang terjadi di negeri ini? Apakah banjir dan tanah longs…
cityguide911fm,RT @bpbd_malangkota: Menindak lanjuti kejadian Tanah longsor di Jalan Kolonel Sugiono Gg. IIIB RT.10/RW.05 dan RT.07/RW.04 dan longsor temp…
Sasmie3,RT @muslimahnewscom: MuslimahNews – Ironis! Apakah hal ini sebanding dengan fakta yang terjadi di negeri ini? Apakah banjir dan tanah longs…
Hmuzak2,"@FerdinandHaean3 Memang jalan di Jakarta ada lereng? Nih gua kasih definisi longsor dr BNPB: tanah longsor sebagai salah satu jenis gerakan massa tanah atau batuan, ataupun percampuran keduanya, yang menuruni atau keluar lereng akibat terganggunya kestabilan tanah atau batuan penyusun lereng."
NXentro,RT @muslimahnewscom: MuslimahNews – Ironis! Apakah hal ini sebanding dengan fakta yang terjadi di negeri ini? Apakah banjir dan tanah longs…
voidotid,"Bencana alam yang paling banyak terjadi di Indonesia ialah banjir, tanah longsor, dan kebakaran hutan, yang juga dipengaruhi oleh aktivitas manusia https://t.co/zBxtLFnecK"
Andayan35626410,RT @muslimahnewscom: MuslimahNews – Ironis! Apakah hal ini sebanding dengan fakta yang terjadi di negeri ini? Apakah banjir dan tanah longs…
Patmah59692550,RT @muslimahnewscom: MuslimahNews – Ironis! Apakah hal ini sebanding dengan fakta yang terjadi di negeri ini? Apakah banjir dan tanah longs…
inash07,"Tak Hanya Banjir, Tanah Longsor, Jembatan Putus Juga Menimpa Desa Kambiyain https://t.co/oQunFCyOyG"
Polsekpurabaya1,"Pada Hari  Selasa Tanggal  30 Nopember 2021,Jam 10.00 wib s/d selesai di Kp.Cigulusur Rt. 001 Rw. 001 Ds. Margaluyu Kec. Purabaya Kab. Sukabumi,Bhabinkamtibmas Ds. Margaluyu Polsek Purabaya Bripka. Ibad Suyatno, dan BPBD Kec. Purabaya telah mengecek tempat kejadian tanah longsor. https://t.co/EcNnag8UY8"
Genpi_Co,Bencana Kabupaten Malang meningkat selama periode Januari-November 2021 dibanding tahun sebelumnya. Dengan bencana tanah longsor yang mendominasi. #malang https://t.co/VRQJYH2nQp
bidhumaskalsel,Ops Bina Karuna melaksanakan Binluh dan himbauan secara edukatif terkait dengan penanggulangan bencana banjir dan tanah longsor kepada petugas pemadam kebakaran Kompsyu Banjarmasin https://t.co/bB1d5QJxgy
bpbd_malangkota,"Menindak lanjuti kejadian Tanah longsor di Jalan Kolonel Sugiono Gg. IIIB RT.10/RW.05 dan RT.07/RW.04 dan longsor tempo hari di Jalan Tirtasari raya III RT.10/RW.01, BPBD Kota Malang menyerahkan bantuan terpal,tambahan gizi serta sembako bagi warga yang terdampak.

@PemkotMalang https://t.co/3KoM4mXT5S"
pikiran_rakyat,Risma Temui Korban Tanah Longsor di Pasir Jambu Bandung dan Serahkan Santunan https://t.co/jjAuBKFDLD
Fairus2021,RT @muslimahnewscom: MuslimahNews – Ironis! Apakah hal ini sebanding dengan fakta yang terjadi di negeri ini? Apakah banjir dan tanah longs…
anas_anakrantau,RT @muslimahnewscom: MuslimahNews – Ironis! Apakah hal ini sebanding dengan fakta yang terjadi di negeri ini? Apakah banjir dan tanah longs…
Sri_Yuli76,RT @muslimahnewscom: MuslimahNews – Ironis! Apakah hal ini sebanding dengan fakta yang terjadi di negeri ini? Apakah banjir dan tanah longs…
Tuti71372192,RT @muslimahnewscom: MuslimahNews – Ironis! Apakah hal ini sebanding dengan fakta yang terjadi di negeri ini? Apakah banjir dan tanah longs…
ARosyada2,RT @muslimahnewscom: MuslimahNews – Ironis! Apakah hal ini sebanding dengan fakta yang terjadi di negeri ini? Apakah banjir dan tanah longs…
Yuli78132249,RT @muslimahnewscom: MuslimahNews – Ironis! Apakah hal ini sebanding dengan fakta yang terjadi di negeri ini? Apakah banjir dan tanah longs…
KabarMalangCom,"Tanah Longsor Di Malang, Satu Orang Meninggal Tertimbun Bebatuan, Bencana tanah longsor terjadi di Desa Bangelan Kecamatan Wonosari Kabupaten Malang. Satu orang meninggal akibat tertimpa bebatuan #tanahlongsor #wonosari 

https://t.co/fpiUBqSE12"
kompascom,"Logsoran tersebut mengakibatkan jebolnya dinding mushala, rumah warga, serta menutup jalan desa. https://t.co/oNlfTrYMtM"
bondolclekitet,RT @PerumPerhutani: Perhutani Beri Bantuan Makanan Kepada Korban Tanah Longsor di Ponorogo https://t.co/5RJ0VhYxbt
pejuangpart3DT,RT @muslimahnewscom: MuslimahNews – Ironis! Apakah hal ini sebanding dengan fakta yang terjadi di negeri ini? Apakah banjir dan tanah longs…
netralnews,"Kontur geografis Kampung Cukang Genteng memang berada di ketingggian dan jalur jalan yang sempit naik turun. Rumah warga yang roboh berdiri di kemiringan tebing.

https://t.co/WF5EyHq2jy"
PerumPerhutani,Perhutani Beri Bantuan Makanan Kepada Korban Tanah Longsor di Ponorogo https://t.co/5RJ0VhYxbt
pmi_kebumen,"PMI kab.Kebumen lakukan giat distribusi bantuan berupa paket sembako ke  beberapa rumah warga yang terdampak tanah longsor.
Berikut nama warga yang menerima distribusi bantuan :
1. a.n. Purwati 04/04, Desa Bumiagung Kec. Rowokele
2. a.n. Sumarjo 02/02 Desa Kalisari Kec. Rowokele https://t.co/o602tCudMn"
BatamPos,"Mensos Temui Korban Tanah Longsor di Pasir Jambu dan Serahkan Santunan
https://t.co/JQ2iTlPzB7 https://t.co/d28ZznvYns"
mouzq13_,"Mensos Tri Rismaharini hadir meninjau lokasi longsor di Kabupaten Bandung, Jawa Barat. #kumparanNews https://t.co/kJzn8QfHvI"
kumparan,"Mensos Tri Rismaharini hadir meninjau lokasi longsor di Kabupaten Bandung, Jawa Barat. #kumparanNews https://t.co/2ccRXTuzKW"
hifi_1453,RT @muslimahnewscom: MuslimahNews – Ironis! Apakah hal ini sebanding dengan fakta yang terjadi di negeri ini? Apakah banjir dan tanah longs…
rudy_poerwanto,RT @muslimahnewscom: MuslimahNews – Ironis! Apakah hal ini sebanding dengan fakta yang terjadi di negeri ini? Apakah banjir dan tanah longs…
SalmanA82004266,RT @muslimahnewscom: MuslimahNews – Ironis! Apakah hal ini sebanding dengan fakta yang terjadi di negeri ini? Apakah banjir dan tanah longs…
MozaMuezza,RT @muslimahnewscom: MuslimahNews – Ironis! Apakah hal ini sebanding dengan fakta yang terjadi di negeri ini? Apakah banjir dan tanah longs…
Ghozi81181337,RT @muslimahnewscom: MuslimahNews – Ironis! Apakah hal ini sebanding dengan fakta yang terjadi di negeri ini? Apakah banjir dan tanah longs…
OcchioBumi,"Tanah longsor WA lo..?
Alasan basi anjimmm https://t.co/Uzz2GiHHY2"
beritapasundan,Mensos Temui Korban Tanah Longsor di Pasir Jambu dan Serahkan Santunan https://t.co/3fbHdMEe85
theo73ploRI,RT @Aareuyan: Sumur resapa  dgn jumlah banyak ..kalau tdk mempertimbamg kan kontur tanah .akan berdampak amblas dan longsor..apa lagi DKI j…
AchsanMoms,RT @muslimahnewscom: MuslimahNews – Ironis! Apakah hal ini sebanding dengan fakta yang terjadi di negeri ini? Apakah banjir dan tanah longs…
Udhe_tangkelak,RT @Udhe_tangkelak: Tanah longsor dibeberapa titik jalan penghubung antar dusun diwilayah Desa Mungkin kec.Orong Telu Sumbawa NTB dikerjaka…
Udhe_tangkelak,Tanah longsor dibeberapa titik jalan penghubung antar dusun diwilayah Desa Mungkin kec.Orong Telu Sumbawa NTB dikerjakan secara manual pak gub @bangzul_ntb pak pres @jokowi @KemenPU https://t.co/oOh2JkzDZQ
Udhe_tangkelak,Tanah longsor dibeberapa titik jalan penghubung antar dusun diwilayah Desa Mungkin kec.Orong Telu Sumbawa NTB dikerjakan secara manual pak gub @bangzul_ntb pak pres @jokowi @KemenPU https://t.co/RJSCDITXpC
Udhe_tangkelak,Tanah longsor dibeberapa titik jalan penghubung antar dusun diwilayah Desa Mungkin kec.Orong Telu Sumbawa NTB dikerjakan secara manual pak gub @bangzul_ntb pak pres @jokowi @KemenPU https://t.co/cIsHj66K3L
PengasihSoto,"RT @tob_agus1818: @tifsembiring Giliran banjir bandang tanah longsor kebakaran dia gak nongol,saat pemilu 1955 emang gitu"
